Datetime, D6063059, 1stStgSens, Tube, Null, 2ndStgHeat, 1stStgHeat, AIO 1, AIO 2, AIO 3, AIO 4, DIO, Relays, V1, V2, V3
10:39:13.986 AM 2/13/2018 , 288.9918, 282.6408, 312.2795, NaN, 0.950598, 32.98173, 0.416477, 0.412576, 0.410028, 0.937649, 0, 0, 289.7582, 283.8649, NaN 
10:39:14.988 AM 2/13/2018 , 288.8073, 282.3565, 312.6147, NaN, 0.950694, 32.98169, 0.416485, 0.412563, 0.410030, 0.937757, 0, 0, 289.5751, 283.5700, NaN 
10:39:15.989 AM 2/13/2018 , 288.6280, 282.0719, 312.9519, NaN, 0.950387, 32.98167, 0.416494, 0.412583, 0.410047, 0.937720, 0, 0, 289.3923, 283.2778, NaN 
10:39:16.980 AM 2/13/2018 , 288.4454, 281.7816, 313.2899, NaN, 0.950772, 32.98174, 0.416479, 0.412570, 0.410040, 0.937680, 0, 0, 289.2098, 282.9884, NaN 
10:39:17.982 AM 2/13/2018 , 288.2644, 281.4877, 313.6297, NaN, 0.950687, 32.98357, 0.416443, 0.412539, 0.409997, 0.937687, 0, 0, 289.0276, 282.7007, NaN 
10:39:18.983 AM 2/13/2018 , 288.0857, 281.1960, 313.9696, NaN, 0.950693, 32.98257, 0.416464, 0.412558, 0.410017, 0.937665, 0, 0, 288.8457, 282.4136, NaN 
10:39:19.985 AM 2/13/2018 , 287.9017, 280.9109, 314.3081, NaN, 0.950483, 32.98261, 0.416464, 0.412565, 0.410025, 0.937736, 0, 0, 288.6640, 282.1254, NaN 
10:39:20.986 AM 2/13/2018 , 287.7240, 280.6354, 314.6499, NaN, 0.950865, 32.98155, 0.416504, 0.412598, 0.410070, 0.937718, 0, 0, 288.4826, 281.8360, NaN 
10:39:21.988 AM 2/13/2018 , 287.5419, 280.3631, 314.9909, NaN, 0.950775, 32.98155, 0.416477, 0.412564, 0.410028, 0.937713, 0, 0, 288.3014, 281.5469, NaN 
10:39:22.989 AM 2/13/2018 , 287.3635, 280.0938, 315.3316, NaN, 0.950867, 32.98151, 0.416466, 0.412558, 0.410020, 0.937665, 0, 0, 288.1205, 281.2601, NaN 
10:39:23.980 AM 2/13/2018 , 287.1861, 279.8255, 315.6734, NaN, 0.950690, 32.98248, 0.416474, 0.412562, 0.410016, 0.937731, 0, 0, 287.9399, 280.9772, NaN 
10:39:24.982 AM 2/13/2018 , 287.0060, 279.5558, 316.0150, NaN, 0.950866, 32.98250, 0.416471, 0.412572, 0.410026, 0.937692, 0, 0, 287.7597, 280.6985, NaN 
10:39:25.993 AM 2/13/2018 , 286.8285, 279.2883, 316.3560, NaN, 0.950773, 32.98142, 0.416432, 0.412544, 0.409992, 0.937618, 0, 0, 287.5798, 280.4235, NaN 
10:39:26.995 AM 2/13/2018 , 286.6481, 279.0225, 316.6982, NaN, 0.950862, 32.98147, 0.416472, 0.412568, 0.410026, 0.937639, 0, 0, 287.4004, 280.1511, NaN 
10:39:27.996 AM 2/13/2018 , 286.4708, 278.7585, 317.0410, NaN, 0.950690, 32.98143, 0.416455, 0.412552, 0.410019, 0.937600, 0, 0, 287.2213, 279.8807, NaN 
10:39:28.998 AM 2/13/2018 , 286.2946, 278.4970, 317.3830, NaN, 0.950949, 32.98140, 0.416429, 0.412536, 0.409988, 0.937642, 0, 0, 287.0423, 279.6117, NaN 
10:39:29.989 AM 2/13/2018 , 286.1161, 278.2336, 317.7256, NaN, 0.950599, 32.98427, 0.416429, 0.412524, 0.409987, 0.937575, 0, 0, 286.8636, 279.3443, NaN 
10:39:30.991 AM 2/13/2018 , 285.9375, 277.9682, 318.0675, NaN, 0.950781, 32.98235, 0.416396, 0.412503, 0.409946, 0.937544, 0, 0, 286.6852, 279.0784, NaN 
10:39:31.992 AM 2/13/2018 , 285.7624, 277.6968, 318.4096, NaN, 0.950865, 32.98239, 0.416358, 0.412452, 0.409913, 0.937516, 0, 0, 286.5070, 278.8137, NaN 
10:39:32.993 AM 2/13/2018 , 285.5841, 277.4222, 318.7512, NaN, 0.950866, 32.98130, 0.416412, 0.412509, 0.409968, 0.937658, 0, 0, 286.3291, 278.5493, NaN 
10:39:33.995 AM 2/13/2018 , 285.4089, 277.1513, 319.0909, NaN, 0.950686, 32.98031, 0.416373, 0.412470, 0.409937, 0.937686, 0, 0, 286.1514, 278.2839, NaN 
10:39:34.996 AM 2/13/2018 , 285.2327, 276.8866, 319.4330, NaN, 0.950561, 32.98136, 0.416395, 0.412496, 0.409949, 0.937643, 0, 0, 285.9740, 278.0164, NaN 
10:39:35.998 AM 2/13/2018 , 285.0532, 276.6278, 319.7735, NaN, 0.950686, 32.98220, 0.416419, 0.412512, 0.409967, 0.937737, 0, 0, 285.7968, 277.7471, NaN 
10:39:36.999 AM 2/13/2018 , 284.8780, 276.3716, 320.1136, NaN, 0.950686, 32.98223, 0.416419, 0.412522, 0.409973, 0.937746, 0, 0, 285.6198, 277.4778, NaN 
10:39:38.011 AM 2/13/2018 , 284.7018, 276.1179, 320.4547, NaN, 0.950865, 32.98019, 0.416388, 0.412480, 0.409939, 0.937779, 0, 0, 285.4429, 277.2103, NaN 
10:39:39.012 AM 2/13/2018 , 284.5271, 275.8638, 320.7953, NaN, 0.950775, 32.98022, 0.416404, 0.412499, 0.409952, 0.937787, 0, 0, 285.2662, 276.9460, NaN 
10:39:40.014 AM 2/13/2018 , 284.3528, 275.6102, 321.1335, NaN, 0.950697, 32.98020, 0.416347, 0.412454, 0.409925, 0.937783, 0, 0, 285.0898, 276.6851, NaN 
10:39:41.005 AM 2/13/2018 , 284.1763, 275.3571, 321.4727, NaN, 0.950478, 32.98206, 0.416381, 0.412488, 0.409953, 0.937748, 0, 0, 284.9138, 276.4270, NaN 
10:39:42.006 AM 2/13/2018 , 284.0025, 275.1044, 321.8107, NaN, 0.950478, 32.98217, 0.416371, 0.412472, 0.409933, 0.937775, 0, 0, 284.7381, 276.1708, NaN 
10:39:43.008 AM 2/13/2018 , 283.8276, 274.8535, 322.1471, NaN, 0.950476, 32.98112, 0.416343, 0.412451, 0.409909, 0.937706, 0, 0, 284.5626, 275.9159, NaN 
10:39:44.009 AM 2/13/2018 , 283.6528, 274.6045, 322.4811, NaN, 0.950862, 32.98109, 0.416342, 0.412446, 0.409901, 0.937671, 0, 0, 284.3873, 275.6619, NaN 
10:39:45.011 AM 2/13/2018 , 283.4762, 274.3554, 322.8150, NaN, 0.950958, 32.98097, 0.416327, 0.412429, 0.409892, 0.937664, 0, 0, 284.2121, 275.4088, NaN 
10:39:46.012 AM 2/13/2018 , 283.3019, 274.1045, 323.1471, NaN, 0.951044, 32.98110, 0.416324, 0.412442, 0.409899, 0.937553, 0, 0, 284.0371, 275.1568, NaN 
10:39:47.004 AM 2/13/2018 , 283.1279, 273.8494, 323.4796, NaN, 0.950781, 32.98105, 0.416356, 0.412462, 0.409915, 0.937634, 0, 0, 283.8620, 274.9057, NaN 
10:39:48.005 AM 2/13/2018 , 282.9546, 273.5899, 323.8108, NaN, 0.950776, 32.98098, 0.416349, 0.412456, 0.409908, 0.937637, 0, 0, 283.6871, 274.6550, NaN 
10:39:49.006 AM 2/13/2018 , 282.7804, 273.3284, 324.1417, NaN, 0.950954, 32.98106, 0.416349, 0.412449, 0.409898, 0.937650, 0, 0, 283.5122, 274.4038, NaN 
10:39:50.008 AM 2/13/2018 , 282.6052, 273.0718, 324.4733, NaN, 0.950784, 32.98004, 0.416361, 0.412476, 0.409935, 0.937677, 0, 0, 283.3376, 274.1509, NaN 
10:39:51.009 AM 2/13/2018 , 282.4333, 272.8216, 324.8023, NaN, 0.950862, 32.98191, 0.416426, 0.412507, 0.409963, 0.937751, 0, 0, 283.1632, 273.8957, NaN 
10:39:52.011 AM 2/13/2018 , 282.2593, 272.5767, 325.1246, NaN, 0.950473, 32.98189, 0.416447, 0.412535, 0.409999, 0.937826, 0, 0, 282.9891, 273.6391, NaN 
10:39:53.012 AM 2/13/2018 , 282.0859, 272.3331, 325.4356, NaN, 0.950957, 32.98175, 0.416418, 0.412528, 0.409982, 0.937808, 0, 0, 282.8151, 273.3830, NaN 
10:39:54.004 AM 2/13/2018 , 281.9134, 272.0913, 325.7446, NaN, 0.950872, 32.98091, 0.416364, 0.412476, 0.409936, 0.937672, 0, 0, 282.6414, 273.1291, NaN 
10:39:55.005 AM 2/13/2018 , 281.7399, 271.8493, 326.0598, NaN, 0.950953, 32.98175, 0.416366, 0.412473, 0.409929, 0.937681, 0, 0, 282.4678, 272.8783, NaN 
10:39:56.007 AM 2/13/2018 , 281.5716, 271.6092, 326.3812, NaN, 0.950864, 32.98288, 0.416397, 0.412510, 0.409970, 0.937737, 0, 0, 282.2944, 272.6306, NaN 
10:39:57.008 AM 2/13/2018 , 281.3955, 271.3688, 326.7050, NaN, 0.950956, 32.98279, 0.416438, 0.412520, 0.409972, 0.937855, 0, 0, 282.1213, 272.3852, NaN 
10:39:58.009 AM 2/13/2018 , 281.2250, 271.1266, 327.0285, NaN, 0.950951, 32.98078, 0.416444, 0.412543, 0.410008, 0.937792, 0, 0, 281.9485, 272.1417, NaN 
10:39:59.011 AM 2/13/2018 , 281.0508, 270.8800, 327.3493, NaN, 0.950862, 32.98176, 0.416428, 0.412529, 0.409988, 0.937750, 0, 0, 281.7759, 271.8994, NaN 
10:40:00.012 AM 2/13/2018 , 280.8800, 270.6292, 327.6687, NaN, 0.951035, 32.98071, 0.416426, 0.412528, 0.409996, 0.937763, 0, 0, 281.6034, 271.6576, NaN 
10:40:01.014 AM 2/13/2018 , 280.7084, 270.3764, 327.9876, NaN, 0.950562, 32.98170, 0.416446, 0.412537, 0.409984, 0.937795, 0, 0, 281.4310, 271.4152, NaN 
10:40:02.005 AM 2/13/2018 , 280.5361, 270.1266, 328.3054, NaN, 0.951137, 32.98170, 0.416461, 0.412536, 0.410003, 0.937842, 0, 0, 281.2587, 271.1710, NaN 
10:40:03.007 AM 2/13/2018 , 280.3669, 269.8829, 328.6211, NaN, 0.950643, 32.98166, 0.416417, 0.412509, 0.409963, 0.937789, 0, 0, 281.0867, 270.9245, NaN 
10:40:04.008 AM 2/13/2018 , 280.1963, 269.6444, 328.9365, NaN, 0.951041, 32.98067, 0.416422, 0.412521, 0.409983, 0.937838, 0, 0, 280.9149, 270.6763, NaN 
10:40:05.009 AM 2/13/2018 , 280.0263, 269.4084, 329.2482, NaN, 0.950868, 32.98156, 0.416416, 0.412521, 0.409976, 0.937799, 0, 0, 280.7434, 270.4281, NaN 
10:40:06.021 AM 2/13/2018 , 279.8372, 269.1499, 329.5901, NaN, 0.950955, 32.98159, 0.416440, 0.412539, 0.409992, 0.937783, 0, 0, 280.5550, 270.1571, NaN 
10:40:07.022 AM 2/13/2018 , 279.6694, 268.9143, 329.8998, NaN, 0.950865, 32.98259, 0.416436, 0.412523, 0.409987, 0.937769, 0, 0, 280.3841, 269.9138, NaN 
10:40:08.024 AM 2/13/2018 , 279.4980, 268.6808, 330.2087, NaN, 0.950739, 32.98155, 0.416408, 0.412502, 0.409963, 0.937766, 0, 0, 280.2135, 269.6734, NaN 
10:40:09.025 AM 2/13/2018 , 279.3296, 268.4479, 330.5154, NaN, 0.951046, 32.98143, 0.416394, 0.412502, 0.409960, 0.937709, 0, 0, 280.0432, 269.4352, NaN 
10:40:10.017 AM 2/13/2018 , 279.1608, 268.2138, 330.8211, NaN, 0.950865, 32.98247, 0.416372, 0.412472, 0.409941, 0.937632, 0, 0, 279.8731, 269.1987, NaN 
10:40:11.018 AM 2/13/2018 , 278.9909, 267.9772, 331.1248, NaN, 0.950868, 32.98242, 0.416357, 0.412465, 0.409922, 0.937660, 0, 0, 279.7032, 268.9634, NaN 
10:40:12.020 AM 2/13/2018 , 278.8214, 267.7333, 331.4293, NaN, 0.950954, 32.98142, 0.416412, 0.412502, 0.409962, 0.937678, 0, 0, 279.5334, 268.7286, NaN 
10:40:13.041 AM 2/13/2018 , 278.6518, 267.4885, 331.7325, NaN, 0.950645, 32.98041, 0.416351, 0.412445, 0.409914, 0.937609, 0, 0, 279.3638, 268.4937, NaN 
10:40:14.042 AM 2/13/2018 , 278.4839, 267.2434, 332.0299, NaN, 0.950742, 32.98049, 0.416374, 0.412478, 0.409931, 0.937625, 0, 0, 279.1942, 268.2573, NaN 
10:40:15.034 AM 2/13/2018 , 278.3144, 267.0026, 332.3183, NaN, 0.951038, 32.98339, 0.416423, 0.412512, 0.409979, 0.937774, 0, 0, 279.0247, 268.0187, NaN 
10:40:16.035 AM 2/13/2018 , 278.1457, 266.7684, 332.6004, NaN, 0.951047, 32.98240, 0.416362, 0.412477, 0.409951, 0.937654, 0, 0, 278.8555, 267.7779, NaN 
10:40:17.037 AM 2/13/2018 , 277.9775, 266.5385, 332.8849, NaN, 0.950823, 32.98130, 0.416399, 0.412502, 0.409947, 0.937713, 0, 0, 278.6864, 267.5362, NaN 
10:40:18.038 AM 2/13/2018 , 277.8081, 266.3091, 333.1732, NaN, 0.951039, 32.98136, 0.416409, 0.412505, 0.409962, 0.937748, 0, 0, 278.5175, 267.2954, NaN 
10:40:19.040 AM 2/13/2018 , 277.6405, 266.0802, 333.4693, NaN, 0.951047, 32.98032, 0.416382, 0.412481, 0.409948, 0.937714, 0, 0, 278.3486, 267.0569, NaN 
10:40:20.041 AM 2/13/2018 , 277.4712, 265.8518, 333.7642, NaN, 0.950647, 32.98310, 0.416422, 0.412503, 0.409962, 0.937781, 0, 0, 278.1799, 266.8213, NaN 
10:40:21.043 AM 2/13/2018 , 277.3058, 265.6240, 334.0578, NaN, 0.950737, 32.98312, 0.416372, 0.412467, 0.409926, 0.937706, 0, 0, 278.0112, 266.5883, NaN 
10:40:22.034 AM 2/13/2018 , 277.1365, 265.3977, 334.3487, NaN, 0.950739, 32.98226, 0.416371, 0.412465, 0.409916, 0.937711, 0, 0, 277.8426, 266.3571, NaN 
10:40:23.035 AM 2/13/2018 , 276.9686, 265.1680, 334.6391, NaN, 0.951047, 32.98225, 0.416383, 0.412463, 0.409931, 0.937674, 0, 0, 277.6742, 266.1273, NaN 
10:40:24.037 AM 2/13/2018 , 276.8030, 264.9370, 334.9277, NaN, 0.950736, 32.98220, 0.416354, 0.412450, 0.409905, 0.937699, 0, 0, 277.5061, 265.8984, NaN 
10:40:25.038 AM 2/13/2018 , 276.6335, 264.6997, 335.2148, NaN, 0.950381, 32.98112, 0.416331, 0.412415, 0.409878, 0.937707, 0, 0, 277.3382, 265.6700, NaN 
10:40:26.040 AM 2/13/2018 , 276.4681, 264.4613, 335.4995, NaN, 0.950389, 32.98317, 0.416350, 0.412425, 0.409872, 0.937790, 0, 0, 277.1704, 265.4411, NaN 
10:40:27.041 AM 2/13/2018 , 276.2988, 264.2223, 335.7826, NaN, 0.950472, 32.98215, 0.416375, 0.412451, 0.409908, 0.937799, 0, 0, 277.0028, 265.2106, NaN 
10:40:28.043 AM 2/13/2018 , 276.1351, 263.9893, 336.0632, NaN, 0.950386, 32.98302, 0.416368, 0.412438, 0.409886, 0.937859, 0, 0, 276.8353, 264.9780, NaN 
10:40:29.044 AM 2/13/2018 , 275.9669, 263.7622, 336.3431, NaN, 0.950293, 32.98005, 0.416379, 0.412465, 0.409920, 0.937916, 0, 0, 276.6681, 264.7434, NaN 
10:40:30.045 AM 2/13/2018 , 275.8017, 263.5387, 336.6217, NaN, 0.950396, 32.98016, 0.416333, 0.412419, 0.409876, 0.937841, 0, 0, 276.5011, 264.5082, NaN 
10:40:31.047 AM 2/13/2018 , 275.6372, 263.3185, 336.8957, NaN, 0.950388, 32.98199, 0.416357, 0.412446, 0.409890, 0.937750, 0, 0, 276.3344, 264.2741, NaN 
10:40:32.048 AM 2/13/2018 , 275.4699, 263.0940, 337.1631, NaN, 0.950472, 32.98198, 0.416338, 0.412408, 0.409855, 0.937764, 0, 0, 276.1680, 264.0426, NaN 
10:40:33.050 AM 2/13/2018 , 275.3063, 262.8651, 337.4227, NaN, 0.950256, 32.98093, 0.416386, 0.412455, 0.409896, 0.937788, 0, 0, 276.0018, 263.8141, NaN 
10:40:34.041 AM 2/13/2018 , 275.1377, 262.6306, 337.6793, NaN, 0.950562, 32.98098, 0.416399, 0.412467, 0.409914, 0.937855, 0, 0, 275.8357, 263.5877, NaN 
10:40:35.053 AM 2/13/2018 , 274.9752, 262.3966, 337.9375, NaN, 0.950390, 32.98097, 0.416333, 0.412407, 0.409807, 0.937850, 0, 0, 275.6697, 263.3619, NaN 
10:40:36.044 AM 2/13/2018 , 274.8087, 262.1633, 338.2012, NaN, 0.950469, 32.98184, 0.416337, 0.412399, 0.409814, 0.937870, 0, 0, 275.5038, 263.1348, NaN 
10:40:37.056 AM 2/13/2018 , 274.6435, 261.9354, 338.4683, NaN, 0.950559, 32.98186, 0.416365, 0.412434, 0.409822, 0.937905, 0, 0, 275.3381, 262.9056, NaN 
10:40:38.047 AM 2/13/2018 , 274.4775, 261.7135, 338.7356, NaN, 0.950561, 32.98087, 0.416359, 0.412428, 0.409815, 0.937887, 0, 0, 275.1726, 262.6748, NaN 
10:40:39.048 AM 2/13/2018 , 274.3112, 261.4946, 339.0024, NaN, 0.950564, 32.98196, 0.416390, 0.412465, 0.409818, 0.938000, 0, 0, 275.0071, 262.4437, NaN 
10:40:40.050 AM 2/13/2018 , 274.1462, 261.2761, 339.2664, NaN, 0.950296, 32.98085, 0.416361, 0.412436, 0.409795, 0.937983, 0, 0, 274.8415, 262.2141, NaN 
10:40:41.051 AM 2/13/2018 , 273.9801, 261.0556, 339.5292, NaN, 0.950556, 32.98278, 0.416353, 0.412435, 0.409775, 0.937984, 0, 0, 274.6759, 261.9871, NaN 
10:40:42.053 AM 2/13/2018 , 273.8154, 260.8287, 339.7911, NaN, 0.950569, 32.98183, 0.416376, 0.412453, 0.409797, 0.938052, 0, 0, 274.5101, 261.7630, NaN 
10:40:43.054 AM 2/13/2018 , 273.6494, 260.5982, 340.0511, NaN, 0.950472, 32.98181, 0.416429, 0.412500, 0.409837, 0.938034, 0, 0, 274.3445, 261.5407, NaN 
10:40:44.056 AM 2/13/2018 , 273.4858, 260.3678, 340.3115, NaN, 0.950560, 32.98074, 0.416419, 0.412492, 0.409839, 0.938057, 0, 0, 274.1789, 261.3185, NaN 
10:40:45.047 AM 2/13/2018 , 273.3222, 260.1389, 340.5698, NaN, 0.950558, 32.98075, 0.416425, 0.412494, 0.409839, 0.938087, 0, 0, 274.0135, 261.0949, NaN 
10:40:46.048 AM 2/13/2018 , 273.1560, 259.9147, 340.8243, NaN, 0.950479, 32.98375, 0.416424, 0.412461, 0.409841, 0.938134, 0, 0, 273.8484, 260.8692, NaN 
10:40:47.050 AM 2/13/2018 , 272.9945, 259.6969, 341.0738, NaN, 0.950563, 32.98162, 0.416412, 0.412411, 0.409847, 0.938115, 0, 0, 273.6835, 260.6419, NaN 
10:40:48.051 AM 2/13/2018 , 272.8291, 259.4819, 341.3156, NaN, 0.950471, 32.98060, 0.416415, 0.412407, 0.409841, 0.938119, 0, 0, 273.5189, 260.4146, NaN 
10:40:49.053 AM 2/13/2018 , 272.6684, 259.2670, 341.5526, NaN, 0.950647, 32.98162, 0.416389, 0.412373, 0.409812, 0.938045, 0, 0, 273.3545, 260.1889, NaN 
10:40:50.054 AM 2/13/2018 , 272.5039, 259.0502, 341.7892, NaN, 0.950650, 32.98063, 0.416420, 0.412386, 0.409842, 0.938080, 0, 0, 273.1905, 259.9660, NaN 
10:40:51.056 AM 2/13/2018 , 272.3423, 258.8272, 342.0286, NaN, 0.950566, 32.98155, 0.416378, 0.412348, 0.409807, 0.938128, 0, 0, 273.0267, 259.7458, NaN 
10:40:52.057 AM 2/13/2018 , 272.1797, 258.6016, 342.2719, NaN, 0.950470, 32.98241, 0.416399, 0.412371, 0.409825, 0.938140, 0, 0, 272.8633, 259.5273, NaN 
10:40:53.059 AM 2/13/2018 , 272.0160, 258.3741, 342.5162, NaN, 0.950564, 32.98161, 0.416387, 0.412363, 0.409809, 0.938057, 0, 0, 272.7001, 259.3089, NaN 
10:40:54.060 AM 2/13/2018 , 271.8541, 258.1484, 342.7608, NaN, 0.950563, 32.98053, 0.416376, 0.412338, 0.409789, 0.938185, 0, 0, 272.5371, 259.0890, NaN 
10:40:55.051 AM 2/13/2018 , 271.6909, 257.9283, 343.0028, NaN, 0.950475, 32.98057, 0.416378, 0.412336, 0.409786, 0.938182, 0, 0, 272.3742, 258.8670, NaN 
10:40:56.053 AM 2/13/2018 , 271.5295, 257.7129, 343.2421, NaN, 0.950562, 32.98145, 0.416348, 0.412322, 0.409773, 0.938123, 0, 0, 272.2114, 258.6435, NaN 
10:40:57.054 AM 2/13/2018 , 271.3671, 257.5020, 343.4798, NaN, 0.950648, 32.98154, 0.416325, 0.412298, 0.409748, 0.938055, 0, 0, 272.0488, 258.4199, NaN 
